code;pairCode;name;guid;externalId;appendix;shortDescription;description;manufacturer;supplier;metaDescription;itemType;ean;productNumber;partNumber;serialNumber;plu;defaultImage;image;imageDesc;image2;imageDesc2;image3;imageDesc3;image4;imageDesc4;image5;imageDesc5;image6;imageDesc6;image7;imageDesc7;image8;imageDesc8;image9;imageDesc9;image10;imageDesc10;image11;imageDesc11;image12;imageDesc12;image13;imageDesc13;image14;imageDesc14;image15;imageDesc15;image16;imageDesc16;image17;imageDesc17;image18;imageDesc18;image19;imageDesc19;image20;imageDesc20;image21;imageDesc21;image22;imageDesc22;image23;imageDesc23;image24;imageDesc24;image25;imageDesc25;image26;imageDesc26;image27;imageDesc27;image28;imageDesc28;image29;imageDesc29;image30;imageDesc30;defaultCategory;categoryText;categoryText2;categoryText3;categoryText4;categoryText5;categoryText6;categoryText7;categoryText8;price;priceRatio;standardPrice;purchasePrice;purchasePriceVatRate;purchasePriceIncludingVat;currency;includingVat;percentVat;actionPrice;actionFrom;actionUntil;minimumAmount;maximumAmount;freeShipping;freeBilling;maxDiscount;applyDiscountCoupon;applyLoyaltyDiscount;applyQuantityDiscount;applyVolumeDiscount;relativeMargin;absoluteMargin;"variant:Bunda ve¾kos";"variant:Bunda ve¾kos èislo";"variant:Dåka";"variant:Farba";"variant:Farba a ve¾kos";"variant:Motív";"variant:Nohavice ve¾kos";"variant:Nábojovı pás Ve¾kos";"variant:Objem";"variant:Objímka ve¾kos";"variant:Obvod krku";"variant:Obvod zápästia";"variant:Optické zväèšenie";"variant:PARD ADAPTÉR VE¼KOS";"variant:Prevedenie";"variant:Prísvit";"variant:Rozmer";"variant:Variant";"variant:Varianta";"variant:Ve¾kos";"variant:Ve¾kos (všetko)";"variant:Ve¾kos Trojve¾kos";"variant:Ve¾kos vek";"variant:Ve¾kos vloky";"variant:Ve¾kos èíslo";"variant:Vıšivka";"filteringProperty:Materiál";"filteringProperty:Motív";"filteringProperty:Obsah OC";"filteringProperty:Pohlavie";"filteringProperty:Pouitie";"filteringProperty:Šírka opasku";stock;stockLocation;stockMinSupply;negativeAmount;availabilityOutOfStock;availabilityInStock;unit;decimalCount;warranty;weight;height;depth;width;recommendedPackaging;firmyCz;relatedProduct;relatedProduct2;relatedProduct3;relatedProduct4;relatedProduct5;relatedProduct6;relatedProduct7;relatedProduct8;relatedProduct9;relatedProduct10;relatedProduct11;relatedProduct12;relatedProduct13;relatedProduct14;relatedProduct15;relatedProduct16;relatedProduct17;relatedProduct18;relatedProduct19;relatedProduct20;relatedProduct21;relatedProduct22;relatedProduct23;relatedProduct24;relatedProduct25;relatedProduct26;relatedProduct27;relatedProduct28;alternativeProduct;alternativeProduct2;alternativeProduct3;alternativeProduct4;gifts;textProperty;textProperty2;textProperty3;textProperty4;textProperty5;textProperty6;textProperty7;textProperty8;textProperty9;textProperty10;textProperty11;textProperty12;textProperty13;textProperty14;textProperty15;textProperty16;textProperty17;textProperty18;textProperty19;textProperty20;externalCode;variantVisibility;productVisibility;adult;atypicalShipping;atypicalBilling;boxRestriction;actionFlagActive;actionFlagValidFrom;actionFlagValidUntil;tipFlagActive;tipFlagValidFrom;tipFlagValidUntil;newFlagActive;newFlagValidFrom;newFlagValidUntil;custom1FlagActive;custom1FlagValidFrom;custom1FlagValidUntil;custom2FlagActive;custom2FlagValidFrom;custom2FlagValidUntil;custom3FlagActive;custom3FlagValidFrom;custom3FlagValidUntil;relatedVideo;allowsIPlatba;allowsPayOnline;xmlFeedName;seoTitle;heurekaHidden;heurekaCartHidden;heurekaCpc;zboziHidden;zboziCpc;zboziSearchCpc;arukeresoHidden;arukeresoMarketplaceHidden;sizeId;sizeIdLabel;depositCode;depositLogic;packageAmount;packageAmountUnit;measureAmount;measureAmountUnit;internalNote;itemConditionGrade;itemConditionDescription;googleCategoryIdInFeed;heurekaCategoryId;zboziCategoryId;googleCategoryId;glamiCategoryId;
"40237/3XL";"1";"Nohavice FOREST 1003";"0a486205-d9e7-11e0-92ec-e1ef0b66e031";"";"";"<p>Po¾ovnícke letné nohavice zn. FOREST, vhodné aj na bené nosenie. Mnostvo funkènıch vreciek. Anatomicky tvarované kolená</p>";"<p><strong><big>Pouitie: </big></strong><big>Po¾ovnícke letné nohavice,&nbsp; vhodné aj na bené nosenie.</big></p>
<p><big><strong>Materiál:</strong> <br />M1: 98%BA, 2%EL<br />M2: 65% PES, 35%BA</big></p>
<p><big>Kvalitnı materiál od èeského vırobcu</big></p>
<p><big><span id=""charakteristika""><strong>Popis:</strong> 2x horné vrecká, 1x zadné vrecko, 2x boèné vrecká, anatomicky tvarované kolená, roztiahnute¾nı pás<br /></span></big></p>
<p><span><span style=""font-size: 12pt;""><span style=""font-size: 8pt;""><strong><big>Ve¾kostná rada: S - 6XL</big></strong></span></span></span></p>
<p><big>Tento vırobok v prípade potreby je moné upravi pod¾a poiadaviek zákazníka, tzn. napr. predåi nohavice.</big></p>";"Forest";"";"Po¾ovnícke letné nohavice FOREST. Vhodné aj na kadodenné nosenie. Kvalitná bavlna. Boèné vrecká";"product";"";"";"";"";"";"";"https://cdn.myshoptet.com/usr/www.forestshop.sk/user/shop/orig/34-1_nohavice-forest-1003ok-2025.jpg?67ade5de";"Nohavice Forest 1003OK 2025";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Po¾ovnícke nohavice Forest";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Letné nohavice pre po¾ovníkov";"";"";"";"";"";"";"62,76";"1";"66,08";"34,27";"23";"1";"EUR";"1";"23";"";"";"";"";"";"0";"0";"";"1";"1";"1";"1";"51,22";"27,9";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"3XL";"";"";"";"";"";"";"";"";"";"";"";"-11";"";"";"1";"Predaj vırobku skonèil";"Predaj vırobku skonèil";"ks";"0";"2 roky";"";"";"";"";"";"1";"60116/90";"60109";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"visible";"0";"0";"0";"0";"0";"";"";"1";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"";"0";"0";"";"Po¾ovnícke Nohavice Forest 1003 - Forestshop.sk";"0";"0";"";"0";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40237/4XL";"1";"Nohavice FOREST 1003";"0a486205-d9e7-11e0-92ec-e1ef0b66e031";"";"";"<p>Po¾ovnícke letné nohavice zn. FOREST, vhodné aj na bené nosenie. Mnostvo funkènıch vreciek. Anatomicky tvarované kolená</p>";"<p><strong><big>Pouitie: </big></strong><big>Po¾ovnícke letné nohavice,&nbsp; vhodné aj na bené nosenie.</big></p>
<p><big><strong>Materiál:</strong> <br />M1: 98%BA, 2%EL<br />M2: 65% PES, 35%BA</big></p>
<p><big>Kvalitnı materiál od èeského vırobcu</big></p>
<p><big><span id=""charakteristika""><strong>Popis:</strong> 2x horné vrecká, 1x zadné vrecko, 2x boèné vrecká, anatomicky tvarované kolená, roztiahnute¾nı pás<br /></span></big></p>
<p><span><span style=""font-size: 12pt;""><span style=""font-size: 8pt;""><strong><big>Ve¾kostná rada: S - 6XL</big></strong></span></span></span></p>
<p><big>Tento vırobok v prípade potreby je moné upravi pod¾a poiadaviek zákazníka, tzn. napr. predåi nohavice.</big></p>";"Forest";"";"Po¾ovnícke letné nohavice FOREST. Vhodné aj na kadodenné nosenie. Kvalitná bavlna. Boèné vrecká";"product";"";"";"";"";"";"";"https://cdn.myshoptet.com/usr/www.forestshop.sk/user/shop/orig/34-1_nohavice-forest-1003ok-2025.jpg?67ade5de";"Nohavice Forest 1003OK 2025";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Po¾ovnícke nohavice Forest";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Letné nohavice pre po¾ovníkov";"";"";"";"";"";"";"64,42";"1";"67,74";"36,76";"23";"1";"EUR";"1";"23";"";"";"";"";"";"0";"0";"";"1";"1";"1";"1";"48,3";"27,1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"4XL";"";"";"";"";"";"";"";"";"";"";"";"-2";"";"";"1";"Predaj vırobku skonèil";"Predaj vırobku skonèil";"ks";"0";"2 roky";"";"";"";"";"";"1";"60116/90";"60109";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"visible";"0";"0";"0";"0";"0";"";"";"1";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"";"0";"0";"";"Po¾ovnícke Nohavice Forest 1003 - Forestshop.sk";"0";"0";"";"0";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40237/5XL";"1";"Nohavice FOREST 1003";"0a486205-d9e7-11e0-92ec-e1ef0b66e031";"";"";"<p>Po¾ovnícke letné nohavice zn. FOREST, vhodné aj na bené nosenie. Mnostvo funkènıch vreciek. Anatomicky tvarované kolená</p>";"<p><strong><big>Pouitie: </big></strong><big>Po¾ovnícke letné nohavice,&nbsp; vhodné aj na bené nosenie.</big></p>
<p><big><strong>Materiál:</strong> <br />M1: 98%BA, 2%EL<br />M2: 65% PES, 35%BA</big></p>
<p><big>Kvalitnı materiál od èeského vırobcu</big></p>
<p><big><span id=""charakteristika""><strong>Popis:</strong> 2x horné vrecká, 1x zadné vrecko, 2x boèné vrecká, anatomicky tvarované kolená, roztiahnute¾nı pás<br /></span></big></p>
<p><span><span style=""font-size: 12pt;""><span style=""font-size: 8pt;""><strong><big>Ve¾kostná rada: S - 6XL</big></strong></span></span></span></p>
<p><big>Tento vırobok v prípade potreby je moné upravi pod¾a poiadaviek zákazníka, tzn. napr. predåi nohavice.</big></p>";"Forest";"";"Po¾ovnícke letné nohavice FOREST. Vhodné aj na kadodenné nosenie. Kvalitná bavlna. Boèné vrecká";"product";"";"";"";"";"";"";"https://cdn.myshoptet.com/usr/www.forestshop.sk/user/shop/orig/34-1_nohavice-forest-1003ok-2025.jpg?67ade5de";"Nohavice Forest 1003OK 2025";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Po¾ovnícke nohavice Forest";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Letné nohavice pre po¾ovníkov";"";"";"";"";"";"";"66,08";"1";"68,57";"32,88";"23";"1";"EUR";"1";"23";"";"";"";"";"";"0";"0";"";"1";"1";"1";"1";"56,34";"32,52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"5XL";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"1";"Predaj vırobku skonèil";"Predaj vırobku skonèil";"ks";"0";"2 roky";"";"";"";"";"";"1";"60116/90";"60109";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"visible";"0";"0";"0";"0";"0";"";"";"1";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"";"0";"0";"";"Po¾ovnícke Nohavice Forest 1003 - Forestshop.sk";"0";"0";"";"0";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40237/6XL";"1";"Nohavice FOREST 1003";"0a486205-d9e7-11e0-92ec-e1ef0b66e031";"";"";"<p>Po¾ovnícke letné nohavice zn. FOREST, vhodné aj na bené nosenie. Mnostvo funkènıch vreciek. Anatomicky tvarované kolená</p>";"<p><strong><big>Pouitie: </big></strong><big>Po¾ovnícke letné nohavice,&nbsp; vhodné aj na bené nosenie.</big></p>
<p><big><strong>Materiál:</strong> <br />M1: 98%BA, 2%EL<br />M2: 65% PES, 35%BA</big></p>
<p><big>Kvalitnı materiál od èeského vırobcu</big></p>
<p><big><span id=""charakteristika""><strong>Popis:</strong> 2x horné vrecká, 1x zadné vrecko, 2x boèné vrecká, anatomicky tvarované kolená, roztiahnute¾nı pás<br /></span></big></p>
<p><span><span style=""font-size: 12pt;""><span style=""font-size: 8pt;""><strong><big>Ve¾kostná rada: S - 6XL</big></strong></span></span></span></p>
<p><big>Tento vırobok v prípade potreby je moné upravi pod¾a poiadaviek zákazníka, tzn. napr. predåi nohavice.</big></p>";"Forest";"";"Po¾ovnícke letné nohavice FOREST. Vhodné aj na kadodenné nosenie. Kvalitná bavlna. Boèné vrecká";"product";"";"";"";"";"";"";"https://cdn.myshoptet.com/usr/www.forestshop.sk/user/shop/orig/34-1_nohavice-forest-1003ok-2025.jpg?67ade5de";"Nohavice Forest 1003OK 2025";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Po¾ovnícke nohavice Forest";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Letné nohavice pre po¾ovníkov";"";"";"";"";"";"";"67,74";"1";"70,23";"";"23";"1";"EUR";"1";"23";"";"";"";"";"";"0";"0";"";"1";"1";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6XL";"";"";"";"";"";"";"";"";"";"";"";"-4";"";"";"1";"Predaj vırobku skonèil";"Predaj vırobku skonèil";"ks";"0";"2 roky";"";"";"";"";"";"1";"60116/90";"60109";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"visible";"0";"0";"0";"0";"0";"";"";"1";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"";"0";"0";"";"Po¾ovnícke Nohavice Forest 1003 - Forestshop.sk";"0";"0";"";"0";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40237/L";"1";"Nohavice FOREST 1003";"0a486205-d9e7-11e0-92ec-e1ef0b66e031";"";"";"<p>Po¾ovnícke letné nohavice zn. FOREST, vhodné aj na bené nosenie. Mnostvo funkènıch vreciek. Anatomicky tvarované kolená</p>";"<p><strong><big>Pouitie: </big></strong><big>Po¾ovnícke letné nohavice,&nbsp; vhodné aj na bené nosenie.</big></p>
<p><big><strong>Materiál:</strong> <br />M1: 98%BA, 2%EL<br />M2: 65% PES, 35%BA</big></p>
<p><big>Kvalitnı materiál od èeského vırobcu</big></p>
<p><big><span id=""charakteristika""><strong>Popis:</strong> 2x horné vrecká, 1x zadné vrecko, 2x boèné vrecká, anatomicky tvarované kolená, roztiahnute¾nı pás<br /></span></big></p>
<p><span><span style=""font-size: 12pt;""><span style=""font-size: 8pt;""><strong><big>Ve¾kostná rada: S - 6XL</big></strong></span></span></span></p>
<p><big>Tento vırobok v prípade potreby je moné upravi pod¾a poiadaviek zákazníka, tzn. napr. predåi nohavice.</big></p>";"Forest";"";"Po¾ovnícke letné nohavice FOREST. Vhodné aj na kadodenné nosenie. Kvalitná bavlna. Boèné vrecká";"product";"";"";"";"";"";"";"https://cdn.myshoptet.com/usr/www.forestshop.sk/user/shop/orig/34-1_nohavice-forest-1003ok-2025.jpg?67ade5de";"Nohavice Forest 1003OK 2025";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Po¾ovnícke nohavice Forest";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Letné nohavice pre po¾ovníkov";"";"";"";"";"";"";"61,02";"1";"63,51";"34,27";"23";"1";"EUR";"1";"23";"";"";"";"";"";"0";"0";"";"1";"1";"1";"1";"49,65";"26,2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"L";"";"";"";"";"";"";"";"";"";"";"";"-15";"";"";"1";"";"";"ks";"0";"2 roky";"";"";"";"";"";"1";"60116/90";"60109";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"visible";"0";"0";"0";"0";"0";"";"";"1";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"";"0";"0";"";"Po¾ovnícke Nohavice Forest 1003 - Forestshop.sk";"0";"0";"";"0";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40237/M";"1";"Nohavice FOREST 1003";"0a486205-d9e7-11e0-92ec-e1ef0b66e031";"";"";"<p>Po¾ovnícke letné nohavice zn. FOREST, vhodné aj na bené nosenie. Mnostvo funkènıch vreciek. Anatomicky tvarované kolená</p>";"<p><strong><big>Pouitie: </big></strong><big>Po¾ovnícke letné nohavice,&nbsp; vhodné aj na bené nosenie.</big></p>
<p><big><strong>Materiál:</strong> <br />M1: 98%BA, 2%EL<br />M2: 65% PES, 35%BA</big></p>
<p><big>Kvalitnı materiál od èeského vırobcu</big></p>
<p><big><span id=""charakteristika""><strong>Popis:</strong> 2x horné vrecká, 1x zadné vrecko, 2x boèné vrecká, anatomicky tvarované kolená, roztiahnute¾nı pás<br /></span></big></p>
<p><span><span style=""font-size: 12pt;""><span style=""font-size: 8pt;""><strong><big>Ve¾kostná rada: S - 6XL</big></strong></span></span></span></p>
<p><big>Tento vırobok v prípade potreby je moné upravi pod¾a poiadaviek zákazníka, tzn. napr. predåi nohavice.</big></p>";"Forest";"";"Po¾ovnícke letné nohavice FOREST. Vhodné aj na kadodenné nosenie. Kvalitná bavlna. Boèné vrecká";"product";"";"";"";"";"";"";"https://cdn.myshoptet.com/usr/www.forestshop.sk/user/shop/orig/34-1_nohavice-forest-1003ok-2025.jpg?67ade5de";"Nohavice Forest 1003OK 2025";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Po¾ovnícke nohavice Forest";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Letné nohavice pre po¾ovníkov";"";"";"";"";"";"";"61,02";"1";"63,51";"34,27";"23";"1";"EUR";"1";"23";"";"";"";"";"";"0";"0";"";"1";"1";"1";"1";"49,65";"26,2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"M";"";"";"";"";"";"";"";"";"";"";"";"-3";"";"";"1";"Skladom";"Skladom";"ks";"0";"2 roky";"";"";"";"";"";"1";"60116/90";"60109";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"visible";"0";"0";"0";"0";"0";"";"";"1";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"";"0";"0";"";"Po¾ovnícke Nohavice Forest 1003 - Forestshop.sk";"0";"0";"";"0";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40237/S";"1";"Nohavice FOREST 1003";"0a486205-d9e7-11e0-92ec-e1ef0b66e031";"";"";"<p>Po¾ovnícke letné nohavice zn. FOREST, vhodné aj na bené nosenie. Mnostvo funkènıch vreciek. Anatomicky tvarované kolená</p>";"<p><strong><big>Pouitie: </big></strong><big>Po¾ovnícke letné nohavice,&nbsp; vhodné aj na bené nosenie.</big></p>
<p><big><strong>Materiál:</strong> <br />M1: 98%BA, 2%EL<br />M2: 65% PES, 35%BA</big></p>
<p><big>Kvalitnı materiál od èeského vırobcu</big></p>
<p><big><span id=""charakteristika""><strong>Popis:</strong> 2x horné vrecká, 1x zadné vrecko, 2x boèné vrecká, anatomicky tvarované kolená, roztiahnute¾nı pás<br /></span></big></p>
<p><span><span style=""font-size: 12pt;""><span style=""font-size: 8pt;""><strong><big>Ve¾kostná rada: S - 6XL</big></strong></span></span></span></p>
<p><big>Tento vırobok v prípade potreby je moné upravi pod¾a poiadaviek zákazníka, tzn. napr. predåi nohavice.</big></p>";"Forest";"";"Po¾ovnícke letné nohavice FOREST. Vhodné aj na kadodenné nosenie. Kvalitná bavlna. Boèné vrecká";"product";"";"";"";"";"";"";"https://cdn.myshoptet.com/usr/www.forestshop.sk/user/shop/orig/34-1_nohavice-forest-1003ok-2025.jpg?67ade5de";"Nohavice Forest 1003OK 2025";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Po¾ovnícke nohavice Forest";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Letné nohavice pre po¾ovníkov";"";"";"";"";"";"";"61,02";"1";"63,51";"34,27";"23";"1";"EUR";"1";"23";"";"";"";"";"";"0";"0";"";"1";"1";"1";"1";"49,65";"26,2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"S";"";"";"";"";"";"";"";"";"";"";"";"0";"";"";"1";"Predaj vırobku skonèil";"Predaj vırobku skonèil";"ks";"0";"2 roky";"";"";"";"";"";"1";"60116/90";"60109";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0";"visible";"0";"0";"0";"0";"0";"";"";"1";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"";"0";"0";"";"Po¾ovnícke Nohavice Forest 1003 - Forestshop.sk";"0";"0";"";"0";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"40237/XL";"1";"Nohavice FOREST 1003";"0a486205-d9e7-11e0-92ec-e1ef0b66e031";"";"";"<p>Po¾ovnícke letné nohavice zn. FOREST, vhodné aj na bené nosenie. Mnostvo funkènıch vreciek. Anatomicky tvarované kolená</p>";"<p><strong><big>Pouitie: </big></strong><big>Po¾ovnícke letné nohavice,&nbsp; vhodné aj na bené nosenie.</big></p>
<p><big><strong>Materiál:</strong> <br />M1: 98%BA, 2%EL<br />M2: 65% PES, 35%BA</big></p>
<p><big>Kvalitnı materiál od èeského vırobcu</big></p>
<p><big><span id=""charakteristika""><strong>Popis:</strong> 2x horné vrecká, 1x zadné vrecko, 2x boèné vrecká, anatomicky tvarované kolená, roztiahnute¾nı pás<br /></span></big></p>
<p><span><span style=""font-size: 12pt;""><span style=""font-size: 8pt;""><strong><big>Ve¾kostná rada: S - 6XL</big></strong></span></span></span></p>
<p><big>Tento vırobok v prípade potreby je moné upravi pod¾a poiadaviek zákazníka, tzn. napr. predåi nohavice.</big></p>";"Forest";"";"Po¾ovnícke letné nohavice FOREST. Vhodné aj na kadodenné nosenie. Kvalitná bavlna. Boèné vrecká";"product";"";"";"";"";"";"";"https://cdn.myshoptet.com/usr/www.forestshop.sk/user/shop/orig/34-1_nohavice-forest-1003ok-2025.jpg?67ade5de";"Nohavice Forest 1003OK 2025";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Po¾ovnícke nohavice Forest";"Pánske po¾ovnícke obleèenie > Pánske po¾ovnícke nohavice > Letné nohavice pre po¾ovníkov";"";"";"";"";"";"";"61,02";"1";"63,51";"34,27";"23";"1";"EUR";"1";"23";"";"";"";"";"";"0";"0";"";"1";"1";"1";"1";"49,65";"26,2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"XL";"";"";"";"";"";"";"";"";"";"";"";"-25";"";"";"1";"Skladom";"Skladom";"ks";"0";"2 roky";"";"";"";"";"";"1";"60116/90";"60109";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"visible";"0";"0";"0";"0";"0";"";"";"1";"";"";"0";"";"";"0";"";"";"0";"";"";"0";"";"";"";"0";"0";"";"Po¾ovnícke Nohavice Forest 1003 - Forestshop.sk";"0";"0";"";"0";"";"";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
